uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
1000000,4,1,37960,3,Phainon,Sunday,Robin,Cerydra,0,1,1,0,Epiphany
1000000,4,2,40000,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,0,6,0,1,Epiphany
1000001,4,1,40000,3,Hysilens,Kafka,Black Swan,Gallagher,0,0,1,4,Memory
1000001,4,2,40000,3,Hyacine,Blade,Tribbie,Jade,0,2,0,1,Reminiscence
1000002,4,1,27560,3,The Herta,Herta,Tribbie,Huohuo,0,6,0,0,Reminiscence
1000002,4,2,40000,3,Ice Trailblazer,Castorice,Hyacine,Evernight,6,2,0,0,Reminiscence
1000003,4,1,35400,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0,0,Reminiscence
1000003,4,2,40000,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0,Epiphany
1000004,4,1,34840,3,The Herta,Herta,Tribbie,Huohuo,0,6,0,0,Epiphany
1000004,4,2,40000,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,Epiphany
1000005,4,1,36080,3,The Herta,Tribbie,Herta,Aventurine,0,1,6,0,Epiphany
1000005,4,2,40000,3,Castorice,Evernight,Ice Trailblazer,Hyacine,2,1,6,0,Reminiscence
1000006,4,1,35360,3,The Herta,Anaxa,Cipher,Aventurine,2,0,0,2,Epiphany
1000006,4,2,40000,3,Castorice,Evernight,Ice Trailblazer,Hyacine,0,0,6,0,Reminiscence
1015334,4,1,28800,2,The Herta,Tribbie,Anaxa,Dan Heng • Permansor Terrae,0,0,0,0,Reminiscence
1015334,4,2,27960,2,Phainon,Cerydra,Sunday,Bronya,0,0,0,0,Epiphany
1000007,4,1,26240,3,Luocha,Hysilens,Kafka,Black Swan,0,0,1,0,Memory
1000007,4,2,34280,3,The Herta,Evernight,Jade,Fu Xuan,0,0,0,1,Epiphany
1000008,4,1,29640,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1,Epiphany
1000008,4,2,40000,3,Saber,Sparkle,Silver Wolf,Huohuo,6,3,6,0,Epiphany
1000009,4,1,40000,3,The Herta,Ice Trailblazer,Tribbie,Herta,2,6,1,6,Epiphany
1000009,4,2,40000,3,Hysilens,Kafka,Hyacine,Black Swan,1,2,0,1,Memory
1015338,4,1,19880,2,Acheron,Hysilens,Pela,Natasha,2,0,6,6,Memory
1015338,4,2,30720,2,Kafka,Cipher,Black Swan,Bailu,6,0,0,3,Memory
