uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
6484f29a4a9711f09aa18878734f76cf,4,1,3308,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Sweeping Force
6484f29a4a9711f09aa18878734f76cf,4,2,3644,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
648506a04a9711f0919b8878734f76cf,4,1,3752,3,Feixiao,Robin,Aventurine,Ice Trailblazer,0.0,1.0,0.0,6.0,Sweeping Force
648506a04a9711f0919b8878734f76cf,4,2,3670,3,Tribbie,Mydei,Sunday,Ruan Mei,1.0,1.0,0.0,1.0,Crimson Tide
648507424a9711f0b0b88878734f76cf,4,1,3764,3,Hyacine,Tribbie,Ice Trailblazer,Castorice,0.0,0.0,6.0,0.0,Call of Dawn
648507424a9711f0b0b88878734f76cf,4,2,3553,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
6485079c4a9711f09b048878734f76cf,4,1,3156,1,Hyacine,Blade,Sunday,Tribbie,0.0,0.0,0.0,0.0,Sweeping Force
6485079c4a9711f09b048878734f76cf,4,2,1001,1,Boothill,Fugue,Ruan Mei,Gallagher,0.0,0.0,1.0,3.0,Rime Piercer
648507e54a9711f092a98878734f76cf,4,1,3831,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4.0,2.0,0.0,0.0,Sweeping Force
648507e54a9711f092a98878734f76cf,4,2,3371,3,Fugue,Firefly,Ruan Mei,Lingsha,0.0,2.0,0.0,0.0,Rime Piercer
6485082e4a9711f0a49b8878734f76cf,4,1,3887,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2.0,0.0,6.0,0.0,Call of Dawn
6485082e4a9711f0a49b8878734f76cf,4,2,3654,3,Firefly,Fugue,Ruan Mei,Gallagher,2.0,0.0,1.0,6.0,Rime Piercer
