uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
4b8640b85a2311f094978878734f76cf,12,1,5,3,Phainon,Sunday,Sparkle,Tingyun,2,1.0,0.0,6.0
4b8640b85a2311f094978878734f76cf,12,2,5,3,Feixiao,Imaginary March 7th,Robin,Luocha,0,6.0,1.0,0.0
4b8640b85a2311f094978878734f76cf,11,1,3,3,Dan Heng • Imbibitor Lunae,Sunday,Robin,Huohuo,2,1.0,1.0,0.0
4b8640b85a2311f094978878734f76cf,11,2,3,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
4b8640b85a2311f094978878734f76cf,10,1,2,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
4b8640b85a2311f094978878734f76cf,10,2,2,3,Jing Yuan,Sunday,Robin,Huohuo,0,1.0,1.0,0.0
4b865a795a2311f0a11e8878734f76cf,12,1,2,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6.0,1.0,0.0
4b865a795a2311f0a11e8878734f76cf,12,2,2,3,Phainon,Sunday,Ruan Mei,Bronya,0,0.0,1.0,2.0
4b865a795a2311f0a11e8878734f76cf,11,1,4,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
4b865a795a2311f0a11e8878734f76cf,11,2,4,3,Feixiao,Topaz & Numby,Aventurine,Robin,0,0.0,0.0,0.0
4b865a795a2311f0a11e8878734f76cf,10,1,2,3,Castorice,Ice Trailblazer,Sunday,Hyacine,0,6.0,0.0,0.0
4b865a795a2311f0a11e8878734f76cf,10,2,2,3,The Herta,Fu Xuan,Tribbie,Serval,0,0.0,0.0,6.0
4b865b635a2311f0b97b8878734f76cf,12,1,6,3,Hyacine,The Herta,Tribbie,Argenti,1,0.0,0.0,0.0
4b865b635a2311f0b97b8878734f76cf,12,2,6,3,Phainon,Sunday,Bronya,Ice Trailblazer,0,0.0,2.0,6.0
4b865b635a2311f0b97b8878734f76cf,11,1,3,3,Tribbie,Blade,Hyacine,Sparkle,0,2.0,1.0,0.0
4b865b635a2311f0b97b8878734f76cf,11,2,3,3,Phainon,Sunday,Bronya,Ice Trailblazer,0,0.0,2.0,6.0
4b865b635a2311f0b97b8878734f76cf,10,1,0,3,Tribbie,Blade,Hyacine,Sparkle,0,2.0,1.0,0.0
4b865b635a2311f0b97b8878734f76cf,10,2,0,3,Phainon,Sunday,Bronya,Ice Trailblazer,0,0.0,2.0,6.0
4b865be95a2311f08f568878734f76cf,12,1,0,3,Ruan Mei,Fugue,Lingsha,Firefly,6,6.0,1.0,6.0
4b865be95a2311f08f568878734f76cf,12,2,0,3,Hyacine,Tribbie,Cipher,Castorice,1,1.0,0.0,6.0
4b865be95a2311f08f568878734f76cf,11,1,0,3,Hyacine,Tribbie,Cipher,Castorice,1,1.0,0.0,6.0
4b865be95a2311f08f568878734f76cf,11,2,0,3,Aventurine,Sunday,Jiaoqiu,Acheron,2,2.0,1.0,6.0
4b865be95a2311f08f568878734f76cf,10,1,0,3,Hyacine,Tribbie,Cipher,Castorice,1,1.0,0.0,6.0
4b865be95a2311f08f568878734f76cf,10,2,0,3,Ruan Mei,Fugue,Lingsha,Firefly,6,6.0,1.0,6.0
4b865c595a2311f082218878734f76cf,12,1,9,3,Hyacine,Castorice,Pela,Ice Trailblazer,0,0.0,6.0,6.0
4b865c595a2311f082218878734f76cf,12,2,9,3,Boothill,Fugue,Ruan Mei,Gallagher,0,1.0,0.0,6.0
4b865c595a2311f082218878734f76cf,11,1,1,3,Hyacine,Castorice,Ruan Mei,Ice Trailblazer,0,0.0,0.0,6.0
4b865c595a2311f082218878734f76cf,11,2,1,3,Aglaea,Sunday,Huohuo,Robin,0,0.0,0.0,0.0
4b865c595a2311f082218878734f76cf,10,1,4,3,Hyacine,Ruan Mei,Ice Trailblazer,Pela,0,0.0,6.0,6.0
4b865c595a2311f082218878734f76cf,10,2,4,3,Yunli,Sunday,Huohuo,Tingyun,0,0.0,0.0,6.0
4b865cc05a2311f0a7f78878734f76cf,12,1,7,3,Castorice,Hyacine,Ice Trailblazer,Tribbie,0,0.0,6.0,0.0
4b865cc05a2311f0a7f78878734f76cf,12,2,7,3,Yunli,Topaz & Numby,Robin,Huohuo,0,1.0,0.0,0.0
4b865cc05a2311f0a7f78878734f76cf,11,1,3,3,Castorice,Hyacine,Ice Trailblazer,Tribbie,0,0.0,6.0,0.0
4b865cc05a2311f0a7f78878734f76cf,11,2,3,3,Anaxa,Sunday,Robin,Gallagher,0,0.0,0.0,6.0
4b865cc05a2311f0a7f78878734f76cf,10,1,1,3,Aglaea,Sunday,Huohuo,Robin,0,0.0,0.0,0.0
