uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
62040381954211f0a2218878734f76cf,4,1,3509,3,Anaxa,Bronya,Robin,Aventurine,0.0,2.0,1.0,0.0,Fight in Unity
62040381954211f0a2218878734f76cf,4,2,3403,3,Phainon,Sunday,Ice Trailblazer,Tribbie,0.0,0.0,6.0,0.0,Heroic Vanguard
61f6ca3f954211f0b9058878734f76cf,4,1,3812,3,Phainon,Sunday,Robin,Ruan Mei,0.0,1.0,1.0,0.0,Fight in Unity
61f6ca3f954211f0b9058878734f76cf,4,2,3621,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0.0,1.0,6.0,0.0,Heroic Vanguard
61f6e816954211f09a488878734f76cf,4,1,3551,3,Hyacine,Blade,Sunday,Ruan Mei,0.0,2.0,0.0,1.0,No Turning Back
61f6e816954211f09a488878734f76cf,4,2,3788,3,Kafka,Black Swan,Hysilens,Gallagher,0.0,1.0,0.0,4.0,Obstinate Weed
61f6e902954211f0bc158878734f76cf,4,1,3219,3,Fugue,Firefly,Ruan Mei,Lingsha,0.0,2.0,0.0,0.0,Tangled Chaos
61f6e902954211f0bc158878734f76cf,4,2,3584,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4.0,2.0,0.0,0.0,Heroic Vanguard
62040440954211f0804f8878734f76cf,4,1,3685,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2.0,6.0,1.0,0.0,No Turning Back
62040440954211f0804f8878734f76cf,4,2,3491,3,Acheron,Sparkle,Aventurine,Jiaoqiu,2.0,2.0,0.0,0.0,Fatality Exploitation
61f6e990954211f0b1bb8878734f76cf,4,1,3516,3,Archer,Sparkle,Robin,Gallagher,0.0,0.0,0.0,6.0,Fight in Unity
61f6e990954211f0b1bb8878734f76cf,4,2,3616,3,Castorice,Tribbie,Silver Wolf,Hyacine,0.0,0.0,0.0,0.0,Heroic Vanguard
62040684954211f0abc98878734f76cf,4,1,3802,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0.0,6.0,1.0,2.0,No Turning Back
62040684954211f0abc98878734f76cf,4,2,3240,3,Saber,Ruan Mei,Gallagher,Robin,0.0,1.0,6.0,1.0,Heroic Vanguard
61f6e9f6954211f09a858878734f76cf,4,1,3556,3,Firefly,Lingsha,Fugue,Ruan Mei,2.0,0.0,1.0,1.0,Tangled Chaos
61f6e9f6954211f09a858878734f76cf,4,2,3734,3,Hysilens,Kafka,Aventurine,Black Swan,0.0,2.0,2.0,0.0,Obstinate Weed
620407ce954211f0905a8878734f76cf,4,1,3215,2,Phainon,Robin,Ice Trailblazer,Bronya,0.0,0.0,6.0,2.0,No Turning Back
620407ce954211f0905a8878734f76cf,4,2,3148,2,The Herta,Huohuo,Tribbie,Anaxa,0.0,0.0,0.0,0.0,Heroic Vanguard
62040865954211f08a898878734f76cf,4,1,3446,3,Phainon,Bronya,Ice Trailblazer,Cerydra,0.0,3.0,6.0,0.0,Fight in Unity
62040865954211f08a898878734f76cf,4,2,3414,3,Kafka,Black Swan,Ruan Mei,Luocha,0.0,0.0,1.0,0.0,Obstinate Weed
6204090f954211f094a58878734f76cf,4,1,2257,2,Luocha,Firefly,Cerydra,Imaginary Trailblazer,0.0,0.0,0.0,6.0,Tangled Chaos
6204090f954211f094a58878734f76cf,4,2,3613,2,Fu Xuan,Hysilens,Kafka,Black Swan,1.0,0.0,1.0,0.0,Obstinate Weed
61f6ea5f954211f0ae898878734f76cf,4,1,3473,3,Firefly,Lingsha,Fugue,Ruan Mei,6.0,0.0,0.0,1.0,Tangled Chaos
61f6ea5f954211f0ae898878734f76cf,4,2,3695,3,Saber,Sparkle,Huohuo,Silver Wolf,5.0,3.0,0.0,6.0,Fatality Exploitation
61f6eac1954211f0984a8878734f76cf,4,1,3723,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,6.0,1.0,1.0,6.0,Tangled Chaos
61f6eac1954211f0984a8878734f76cf,4,2,3887,3,Hysilens,Kafka,Black Swan,Lingsha,1.0,2.0,1.0,1.0,Obstinate Weed
61f6eb16954211f097708878734f76cf,4,1,3319,3,Robin,Yunli,Aventurine,Topaz & Numby,0.0,1.0,1.0,1.0,Fight in Unity
61f6eb16954211f097708878734f76cf,4,2,3414,3,The Herta,Tribbie,Fu Xuan,Jade,2.0,1.0,1.0,1.0,Fatality Exploitation
620409d1954211f09db78878734f76cf,4,1,3260,3,Castorice,Fugue,Ruan Mei,Lynx,0.0,1.0,1.0,6.0,Tangled Chaos
620409d1954211f09db78878734f76cf,4,2,3433,3,Acheron,Kafka,Black Swan,Bailu,2.0,5.0,0.0,3.0,Obstinate Weed
61f6eb65954211f0bfe98878734f76cf,4,1,3268,3,The Herta,Anaxa,Tribbie,Fu Xuan,0.0,0.0,0.0,2.0,Fight in Unity
61f6eb65954211f0bfe98878734f76cf,4,2,3584,3,Phainon,Sunday,Ruan Mei,Bronya,0.0,0.0,0.0,2.0,Heroic Vanguard
62040a90954211f086bc8878734f76cf,4,1,3389,3,Feixiao,Cipher,Aventurine,Robin,0.0,0.0,1.0,0.0,Fight in Unity
62040a90954211f086bc8878734f76cf,4,2,3740,3,Phainon,Sunday,Cerydra,Tribbie,2.0,0.0,0.0,0.0,Heroic Vanguard
61f6ebb5954211f0b3658878734f76cf,4,1,3369,3,Cipher,Sparkle,Archer,Huohuo,0.0,0.0,0.0,0.0,Fight in Unity
61f6ebb5954211f0b3658878734f76cf,4,2,3519,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0.0,6.0,0.0,0.0,Fatality Exploitation
61f6ec07954211f0b8c48878734f76cf,4,1,3866,3,Archer,Tribbie,Ruan Mei,Sparkle,0.0,1.0,1.0,2.0,Fight in Unity
61f6ec07954211f0b8c48878734f76cf,4,2,3864,3,Castorice,Ice Trailblazer,Hyacine,Silver Wolf,2.0,6.0,0.0,2.0,Heroic Vanguard
61f6ec7a954211f0980e8878734f76cf,4,1,3720,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,1.0,0.0,6.0,0.0,No Turning Back
61f6ec7a954211f0980e8878734f76cf,4,2,3551,3,Phainon,Sunday,Bronya,Ruan Mei,0.0,0.0,0.0,1.0,Heroic Vanguard
62040b51954211f0a27c8878734f76cf,4,1,3383,2,Castorice,Ice Trailblazer,Ruan Mei,Gallagher,0.0,6.0,0.0,6.0,No Turning Back
62040b51954211f0a27c8878734f76cf,4,2,3036,2,Saber,Bronya,Robin,Hyacine,0.0,2.0,1.0,0.0,Heroic Vanguard
62040bef954211f0882b8878734f76cf,4,1,3463,2,Hyacine,Tribbie,Mydei,Castorice,0.0,1.0,0.0,0.0,No Turning Back
62040bef954211f0882b8878734f76cf,4,2,2885,2,Firefly,Ruan Mei,Imaginary Trailblazer,Lingsha,0.0,0.0,6.0,0.0,Heroic Vanguard
62040cb1954211f0ba708878734f76cf,4,1,3586,2,Feixiao,Topaz & Numby,Robin,Hyacine,0.0,1.0,2.0,0.0,Fight in Unity
62040cb1954211f0ba708878734f76cf,4,2,2777,2,Guinaifen,Fugue,Ruan Mei,Gallagher,6.0,0.0,1.0,6.0,Heroic Vanguard
61f6ecd8954211f0a3b08878734f76cf,4,1,3807,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2.0,1.0,6.0,1.0,No Turning Back
61f6ecd8954211f0a3b08878734f76cf,4,2,3584,3,Kafka,Black Swan,Aventurine,Hysilens,0.0,1.0,0.0,0.0,Obstinate Weed
61f6ed2c954211f08ace8878734f76cf,4,1,3463,3,Saber,Sunday,Robin,Fu Xuan,0.0,1.0,0.0,0.0,Fight in Unity
61f6ed2c954211f08ace8878734f76cf,4,2,3523,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0.0,0.0,6.0,0.0,Heroic Vanguard
62040e4c954211f0b3e28878734f76cf,4,1,3645,3,Archer,Sparkle,Cipher,Tribbie,0.0,0.0,0.0,0.0,Fight in Unity
62040e4c954211f0b3e28878734f76cf,4,2,2969,3,Saber,Fugue,Bronya,Huohuo,1.0,0.0,4.0,0.0,Heroic Vanguard
62040f0e954211f0aa928878734f76cf,4,1,3386,3,Yunli,Ice Trailblazer,Aventurine,Tribbie,1.0,6.0,0.0,2.0,Fight in Unity
62040f0e954211f0aa928878734f76cf,4,2,3766,3,Phainon,Sunday,Robin,Huohuo,2.0,1.0,0.0,0.0,Heroic Vanguard
61f6ed7e954211f0a1dd8878734f76cf,4,1,3733,3,Castorice,Hyacine,Ice Trailblazer,Sunday,2.0,0.0,6.0,1.0,No Turning Back
61f6ed7e954211f0a1dd8878734f76cf,4,2,3513,3,Kafka,Gallagher,Black Swan,Ruan Mei,0.0,6.0,0.0,1.0,Obstinate Weed
61f6edcd954211f0b44b8878734f76cf,4,1,3512,3,Archer,Sparkle,Silver Wolf,Gallagher,0.0,0.0,0.0,6.0,Fight in Unity
61f6edcd954211f0b44b8878734f76cf,4,2,3588,3,Hysilens,Kafka,Black Swan,Huohuo,0.0,0.0,0.0,0.0,Obstinate Weed
