uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
61f6ca3f954211f0b9058878734f76cf,12,1,4,3,Phainon,Sunday,Cerydra,Tingyun,0,1.0,0.0,6.0
61f6ca3f954211f0b9058878734f76cf,12,2,4,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,1.0,0.0
61f6ca3f954211f0b9058878734f76cf,11,1,0,3,Phainon,Sunday,Cerydra,Robin,0,1.0,0.0,1.0
61f6ca3f954211f0b9058878734f76cf,11,2,0,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,1.0,0.0
61f6ca3f954211f0b9058878734f76cf,10,1,0,3,Phainon,Sunday,Cerydra,Robin,0,1.0,0.0,1.0
61f6ca3f954211f0b9058878734f76cf,10,2,0,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,1.0,0.0
61f6e816954211f09a488878734f76cf,12,1,3,3,Black Swan,Gallagher,Kafka,Hysilens,1,4.0,0.0,0.0
61f6e816954211f09a488878734f76cf,12,2,3,3,Hyacine,Blade,Sunday,Ruan Mei,0,2.0,0.0,1.0
61f6e816954211f09a488878734f76cf,11,1,3,3,Black Swan,Gallagher,Kafka,Hysilens,1,4.0,0.0,0.0
61f6e816954211f09a488878734f76cf,11,2,3,3,Hyacine,Blade,Sunday,Ruan Mei,0,2.0,0.0,1.0
61f6e816954211f09a488878734f76cf,10,1,2,3,Black Swan,Gallagher,Kafka,Hysilens,1,4.0,0.0,0.0
61f6e816954211f09a488878734f76cf,10,2,2,3,Hyacine,Blade,Sunday,Ruan Mei,0,2.0,0.0,1.0
61f6e902954211f0bc158878734f76cf,12,1,8,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
61f6e902954211f0bc158878734f76cf,12,2,8,3,Ice Trailblazer,Castorice,Hyacine,Robin,4,2.0,0.0,0.0
61f6e902954211f0bc158878734f76cf,11,1,5,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
61f6e902954211f0bc158878734f76cf,11,2,5,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
61f6e902954211f0bc158878734f76cf,10,1,2,3,The Herta,Herta,Tribbie,Huohuo,0,6.0,0.0,0.0
61f6e902954211f0bc158878734f76cf,10,2,2,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
61f6e990954211f0b1bb8878734f76cf,12,1,7,3,Yunli,Ice Trailblazer,Robin,Huohuo,0,6.0,0.0,0.0
61f6e990954211f0b1bb8878734f76cf,12,2,7,3,The Herta,Herta,Tribbie,Hyacine,0,6.0,0.0,0.0
61f6e990954211f0b1bb8878734f76cf,11,1,3,3,Yunli,Ice Trailblazer,Robin,Lingsha,0,6.0,0.0,0.0
61f6e990954211f0b1bb8878734f76cf,11,2,3,3,The Herta,Herta,Tribbie,Hyacine,0,6.0,0.0,0.0
61f6e990954211f0b1bb8878734f76cf,10,1,4,3,Yunli,Robin,Imaginary March 7th,Huohuo,0,0.0,6.0,0.0
61f6e990954211f0b1bb8878734f76cf,10,2,4,3,Firefly,Imaginary Trailblazer,Ruan Mei,Lingsha,0,6.0,1.0,0.0
61f6e9f6954211f09a858878734f76cf,12,1,3,3,Hysilens,Kafka,Black Swan,Aventurine,0,2.0,0.0,2.0
61f6e9f6954211f09a858878734f76cf,12,2,3,3,The Herta,Anaxa,Hyacine,Cipher,2,0.0,0.0,0.0
61f6e9f6954211f09a858878734f76cf,11,1,2,3,Phainon,Sunday,Bronya,Robin,2,1.0,6.0,0.0
61f6e9f6954211f09a858878734f76cf,11,2,2,3,Castorice,Cipher,Hyacine,Blade,0,0.0,0.0,6.0
61f6e9f6954211f09a858878734f76cf,10,1,0,3,The Herta,Anaxa,Hyacine,Cipher,2,0.0,0.0,0.0
61f6e9f6954211f09a858878734f76cf,10,2,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,2,1.0,1.0,6.0
61f6ea5f954211f0ae898878734f76cf,12,1,3,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6.0,3.0,6.0
61f6ea5f954211f0ae898878734f76cf,12,2,3,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0.0,0.0,1.0
61f6ea5f954211f0ae898878734f76cf,11,1,2,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6.0,3.0,6.0
61f6ea5f954211f0ae898878734f76cf,11,2,2,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0.0,0.0,1.0
61f6ea5f954211f0ae898878734f76cf,10,1,0,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6.0,3.0,6.0
61f6ea5f954211f0ae898878734f76cf,10,2,0,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0.0,0.0,1.0
61f6eac1954211f0984a8878734f76cf,12,1,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,6,1.0,1.0,6.0
61f6eac1954211f0984a8878734f76cf,12,2,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2.0,1.0,0.0
61f6eac1954211f0984a8878734f76cf,11,1,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2.0,1.0,0.0
61f6eac1954211f0984a8878734f76cf,11,2,0,3,The Herta,Ice Trailblazer,Tribbie,Herta,2,6.0,1.0,6.0
61f6eac1954211f0984a8878734f76cf,10,1,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2.0,1.0,0.0
61f6eac1954211f0984a8878734f76cf,10,2,0,3,Firefly,Fugue,Ruan Mei,Lingsha,6,1.0,1.0,1.0
61f6eb16954211f097708878734f76cf,12,1,6,3,Topaz & Numby,Yunli,Aventurine,Robin,1,1.0,1.0,0.0
61f6eb16954211f097708878734f76cf,12,2,6,3,The Herta,Tribbie,Jade,Fu Xuan,2,1.0,1.0,1.0
61f6eb16954211f097708878734f76cf,11,1,3,3,Topaz & Numby,Yunli,Aventurine,Robin,1,1.0,1.0,0.0
61f6eb16954211f097708878734f76cf,11,2,3,3,The Herta,Tribbie,Jade,Fu Xuan,2,1.0,1.0,1.0
61f6eb16954211f097708878734f76cf,10,1,1,3,Topaz & Numby,Yunli,Aventurine,Robin,1,1.0,1.0,0.0
61f6eb16954211f097708878734f76cf,10,2,1,3,The Herta,Tribbie,Jade,Fu Xuan,2,1.0,1.0,1.0
61f6eb65954211f0bfe98878734f76cf,12,1,8,3,The Herta,Anaxa,Tribbie,Aventurine,0,0.0,0.0,0.0
61f6eb65954211f0bfe98878734f76cf,12,2,8,3,Phainon,Sunday,Ruan Mei,Bronya,0,0.0,0.0,2.0
61f6eb65954211f0bfe98878734f76cf,11,1,3,3,Phainon,Sunday,Bronya,Ruan Mei,0,0.0,2.0,0.0
61f6eb65954211f0bfe98878734f76cf,11,2,3,3,The Herta,Tribbie,Fu Xuan,Anaxa,0,0.0,2.0,0.0
61f6eb65954211f0bfe98878734f76cf,10,1,4,3,The Herta,Anaxa,Tribbie,Fu Xuan,0,0.0,0.0,2.0
61f6eb65954211f0bfe98878734f76cf,10,2,4,3,Phainon,Sunday,Bronya,Ruan Mei,0,0.0,2.0,0.0
61f6ebb5954211f0b3658878734f76cf,12,1,6,3,Huohuo,Robin,Sunday,Aglaea,0,0.0,0.0,0.0
61f6ebb5954211f0b3658878734f76cf,12,2,6,3,Hyacine,Tribbie,Jade,The Herta,0,0.0,0.0,0.0
61f6ebb5954211f0b3658878734f76cf,11,1,4,3,Phainon,Sunday,Bronya,Huohuo,0,0.0,2.0,0.0
61f6ebb5954211f0b3658878734f76cf,11,2,4,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,0.0,0.0
61f6ebb5954211f0b3658878734f76cf,10,1,2,3,Huohuo,Tribbie,Jade,The Herta,0,0.0,0.0,0.0
