uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
6ccb6e16694111f09a608878734f76cf,12,1,3,3,Phainon,Sunday,Jiaoqiu,Sparkle,4,1.0,0.0,0.0
6ccb6e16694111f09a608878734f76cf,12,2,3,3,Feixiao,Clara,Robin,Luocha,0,1.0,1.0,0.0
6ccb6e16694111f09a608878734f76cf,11,1,3,3,Dan Heng • Imbibitor Lunae,Sunday,Robin,Huohuo,2,1.0,1.0,0.0
6ccb6e16694111f09a608878734f76cf,11,2,3,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
6ccb6e16694111f09a608878734f76cf,10,1,2,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
6ccb6e16694111f09a608878734f76cf,10,2,2,3,Jing Yuan,Sunday,Robin,Huohuo,0,1.0,1.0,0.0
6ccb94d8694111f08ebf8878734f76cf,12,1,1,3,Mydei,Tribbie,Sunday,Ruan Mei,1,1.0,0.0,1.0
6ccb94d8694111f08ebf8878734f76cf,12,2,1,3,Phainon,Bronya,Ice Trailblazer,Robin,2,2.0,6.0,1.0
6ccb94d8694111f08ebf8878734f76cf,11,1,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
6ccb94d8694111f08ebf8878734f76cf,11,2,3,3,Feixiao,Robin,Aventurine,Moze,0,1.0,0.0,6.0
6ccb94d8694111f08ebf8878734f76cf,10,1,3,3,Acheron,Pela,Aventurine,Guinaifen,0,6.0,0.0,6.0
6ccb94d8694111f08ebf8878734f76cf,10,2,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
6ccb9873694111f0bca78878734f76cf,12,1,7,3,Anaxa,Sunday,Robin,Hyacine,0,0.0,1.0,0.0
6ccb9873694111f0bca78878734f76cf,12,2,7,3,Phainon,Bronya,Ice Trailblazer,Tribbie,0,2.0,6.0,0.0
6ccb9873694111f0bca78878734f76cf,11,1,6,3,Mydei,Sunday,Jiaoqiu,Gallagher,0,0.0,0.0,6.0
6ccb9873694111f0bca78878734f76cf,11,2,6,3,Anaxa,Bronya,Ruan Mei,Aventurine,0,2.0,0.0,0.0
6ccb9873694111f0bca78878734f76cf,10,1,1,3,Anaxa,Bronya,Ruan Mei,Aventurine,0,2.0,0.0,0.0
6ccb9873694111f0bca78878734f76cf,10,2,1,3,Mydei,Sunday,Jiaoqiu,Gallagher,0,0.0,0.0,6.0
6ccb9985694111f08d218878734f76cf,12,1,3,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,1.0,6.0,0.0
6ccb9985694111f08d218878734f76cf,12,2,3,3,Phainon,Sunday,Robin,Bronya,0,1.0,1.0,3.0
6ccb9985694111f08d218878734f76cf,11,1,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
6ccb9985694111f08d218878734f76cf,11,2,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
6ccb9985694111f08d218878734f76cf,10,1,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
6ccb9985694111f08d218878734f76cf,10,2,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
6ccb9a78694111f09c658878734f76cf,12,1,8,3,Acheron,Gallagher,Silver Wolf,Jiaoqiu,0,4.0,0.0,0.0
6ccb9a78694111f09c658878734f76cf,12,2,8,3,Blade,Sunday,Hyacine,Tribbie,1,0.0,0.0,0.0
6ccb9a78694111f09c658878734f76cf,11,1,4,3,Hyacine,Blade,Bronya,Tribbie,0,0.0,3.0,0.0
6ccb9a78694111f09c658878734f76cf,11,2,4,3,Aglaea,Robin,Fu Xuan,Sunday,0,0.0,1.0,0.0
6ccb9a78694111f09c658878734f76cf,10,1,3,3,Hyacine,Blade,Bronya,Ruan Mei,0,0.0,3.0,1.0
6ccb9a78694111f09c658878734f76cf,10,2,3,3,Jade,Fu Xuan,Sunday,Tribbie,1,1.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,12,1,8,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,12,2,8,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,11,1,6,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,11,2,6,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,10,1,1,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
6ccb9b6f694111f0896a8878734f76cf,10,2,1,3,The Herta,Herta,Tribbie,Huohuo,0,6.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,12,1,3,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,12,2,3,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,11,1,1,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,11,2,1,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,10,1,0,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
6ccb9c61694111f0990d8878734f76cf,10,2,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
6ccb9d4a694111f0b8ac8878734f76cf,12,1,0,3,Qingque,Tribbie,Sparkle,Cipher,6,2.0,2.0,2.0
6ccb9d4a694111f0b8ac8878734f76cf,12,2,0,3,Yunli,Huohuo,Robin,Ice Trailblazer,3,0.0,0.0,6.0
6ccb9d4a694111f0b8ac8878734f76cf,11,1,2,3,Yunli,Huohuo,Robin,Tribbie,3,0.0,0.0,1.0
6ccb9d4a694111f0b8ac8878734f76cf,11,2,2,3,Anaxa,Lingsha,Cipher,Sparkle,0,0.0,2.0,0.0
6ccb9d4a694111f0b8ac8878734f76cf,10,1,0,3,Topaz & Numby,Lingsha,Tribbie,Cipher,1,0.0,1.0,2.0
6ccb9d4a694111f0b8ac8878734f76cf,10,2,0,3,Yunli,Huohuo,Sparkle,Robin,3,0.0,0.0,0.0
6ccb9e20694111f08f9d8878734f76cf,12,1,7,3,The Herta,Robin,Lingsha,Jade,0,1.0,0.0,0.0
6ccb9e20694111f08f9d8878734f76cf,12,2,7,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
6ccb9e20694111f08f9d8878734f76cf,11,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
6ccb9e20694111f08f9d8878734f76cf,11,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
6ccb9e20694111f08f9d8878734f76cf,10,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
6ccb9e20694111f08f9d8878734f76cf,10,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
6ccb9ef6694111f0804a8878734f76cf,12,1,9,3,Hyacine,Tribbie,Castorice,Ice Trailblazer,0,0.0,0.0,6.0
6ccb9ef6694111f0804a8878734f76cf,12,2,9,3,Sunday,Sparkle,Huohuo,Phainon,0,0.0,0.0,0.0
6ccb9ef6694111f0804a8878734f76cf,11,1,6,3,Castorice,Hyacine,Ice Trailblazer,Tribbie,0,0.0,6.0,0.0
6ccb9ef6694111f0804a8878734f76cf,11,2,6,3,Aglaea,Sunday,Robin,Huohuo,0,0.0,0.0,0.0
6ccb9ef6694111f0804a8878734f76cf,10,1,3,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
