uid,floor,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff,hard_mode
3c57f1a9a0fa11f087848878734f76cf,1,4,2,Firefly,Imaginary Trailblazer,Ruan Mei,Gallagher,0,6,0,6,,False
3c57f1a9a0fa11f087848878734f76cf,2,1,3,Phainon,Sunday,Cerydra,Robin,0,1,0,1,,False
3c57f1a9a0fa11f087848878734f76cf,3,1,3,Hyacine,Bronya,Tribbie,Castorice,0,3,1,0,,False
3c57f1a9a0fa11f087848878734f76cf,4,6,1,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,1,0,Hammer and Anvil,False
3c5807ffa0fa11f0a1fd8878734f76cf,1,4,2,Boothill,Gallagher,Fugue,Ruan Mei,0,4,0,1,,False
3c5807ffa0fa11f0a1fd8878734f76cf,2,2,3,Hysilens,Kafka,Bailu,Black Swan,0,0,2,1,,False
3c5807ffa0fa11f0a1fd8878734f76cf,3,1,3,Hyacine,Blade,Sunday,Tribbie,0,2,0,0,,False
3c5807ffa0fa11f0a1fd8878734f76cf,4,6,1,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1,Think Outside the Box,False
3c5808b9a0fa11f0967e8878734f76cf,1,3,2,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0,,False
3c5808b9a0fa11f0967e8878734f76cf,2,6,1,Saber,Sunday,Robin,Huohuo,0,0,0,0,,False
3c5808b9a0fa11f0967e8878734f76cf,3,0,3,Ice Trailblazer,Castorice,Hyacine,Evernight,4,2,0,0,,False
3c5808b9a0fa11f0967e8878734f76cf,4,3,2,Ice Trailblazer,Castorice,Hyacine,Evernight,4,2,0,0,Think Outside the Box,False
3c58091fa0fa11f098cd8878734f76cf,1,1,3,Firefly,Fugue,Ruan Mei,Gallagher,2,0,1,6,,False
3c58091fa0fa11f098cd8878734f76cf,2,4,2,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0,0,,False
3c58091fa0fa11f098cd8878734f76cf,3,0,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0,,False
3c58091fa0fa11f098cd8878734f76cf,4,2,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0,Hammer and Anvil,False
3c580968a0fa11f0b84e8878734f76cf,1,3,2,Firefly,Imaginary Trailblazer,Ruan Mei,Lingsha,0,6,1,0,,False
3c580968a0fa11f0b84e8878734f76cf,2,6,1,Blade,Bronya,Tribbie,Hyacine,0,2,0,0,,False
3c580968a0fa11f0b84e8878734f76cf,3,4,2,Castorice,Evernight,Huohuo,Gallagher,0,0,0,6,,False
3c580968a0fa11f0b84e8878734f76cf,4,4,2,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0,Hammer and Anvil,False
3c5809aba0fa11f0aef48878734f76cf,1,1,3,Castorice,Ruan Mei,Silver Wolf,Gallagher,2,1,0,6,,False
3c5809aba0fa11f0aef48878734f76cf,2,1,3,Saber,Tribbie,Ice Trailblazer,Luocha,0,1,6,0,,False
3c5809aba0fa11f0aef48878734f76cf,3,2,3,Evernight,Yunli,Robin,Hyacine,0,0,1,0,,False
3c5809aba0fa11f0aef48878734f76cf,4,0,3,Castorice,Tribbie,Hyacine,Evernight,2,1,0,0,Think Outside the Box,False
3c5809efa0fa11f0af938878734f76cf,1,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,2,1,1,6,,False
3c5809efa0fa11f0af938878734f76cf,2,1,3,Kafka,Hysilens,Black Swan,Aventurine,2,0,0,2,,False
3c5809efa0fa11f0af938878734f76cf,3,0,3,Castorice,Blade,Cipher,Hyacine,0,6,0,0,,False
3c5809efa0fa11f0af938878734f76cf,4,6,1,Castorice,Blade,Cipher,Hyacine,0,6,0,0,Think Outside the Box,False
3c6cbd21a0fa11f08a6a8878734f76cf,1,6,1,Archer,Sparkle,Silver Wolf,Gallagher,0,0,0,4,,False
3c6cbd92a0fa11f0ad408878734f76cf,1,5,1,Luocha,Firefly,Ruan Mei,Imaginary Trailblazer,0,0,0,6,,False
3c6cbd92a0fa11f0ad408878734f76cf,2,3,2,Natasha,Hysilens,Kafka,Black Swan,6,0,1,0,,False
3c580a67a0fa11f0adbb8878734f76cf,1,0,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1,,False
3c580a67a0fa11f0adbb8878734f76cf,2,2,3,Kafka,Black Swan,Robin,Huohuo,6,0,0,0,,False
3c580a67a0fa11f0adbb8878734f76cf,3,0,3,Saber,Ice Trailblazer,Silver Wolf,Fu Xuan,6,6,6,1,,False
3c580a67a0fa11f0adbb8878734f76cf,4,1,3,Saber,Sparkle,Silver Wolf,Huohuo,6,3,6,0,Hammer and Anvil,False
3c580a9da0fa11f0b9708878734f76cf,1,0,3,Firefly,Fugue,Ruan Mei,Lingsha,6,1,1,1,,False
3c580a9da0fa11f0b9708878734f76cf,2,0,3,Hysilens,Kafka,Black Swan,Cipher,1,2,1,0,,False
3c580a9da0fa11f0b9708878734f76cf,3,0,3,Castorice,Hyacine,Tribbie,Ice Trailblazer,0,0,1,6,,False
3c580a9da0fa11f0b9708878734f76cf,4,2,3,Hysilens,Kafka,Black Swan,Hyacine,1,2,1,0,Hammer and Anvil,False
3c580ad0a0fa11f08eed8878734f76cf,1,4,2,Anaxa,Ruan Mei,Gallagher,Ice Trailblazer,0,1,4,6,,False
3c580ad0a0fa11f08eed8878734f76cf,2,4,2,Robin,Yunli,Aventurine,Topaz & Numby,0,1,1,1,,False
3c580ad0a0fa11f08eed8878734f76cf,3,0,3,The Herta,Fu Xuan,Jade,Tribbie,2,1,1,1,,False
3c580b56a0fa11f080288878734f76cf,1,6,1,Boothill,Ruan Mei,Fugue,Gallagher,0,0,0,6,,False
3c580b56a0fa11f080288878734f76cf,2,5,1,Phainon,Sunday,Bronya,Aventurine,0,0,2,0,,False
3c580b93a0fa11f0ac3c8878734f76cf,1,5,1,Firefly,Fugue,Ruan Mei,Aventurine,0,0,0,1,,False
3c580bcaa0fa11f0b4a48878734f76cf,1,1,3,Gallagher,Ruan Mei,Fugue,Rappa,6,1,1,0,,False
3c580bcaa0fa11f0b4a48878734f76cf,2,4,2,Saber,Sunday,Ice Trailblazer,Huohuo,0,0,6,0,,False
3c580bcaa0fa11f0b4a48878734f76cf,3,1,3,Hyacine,Cipher,Tribbie,Castorice,0,0,0,0,,False
3c580bcaa0fa11f0b4a48878734f76cf,4,6,1,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,0,0,Infantry and Calvary,False
3c580bfea0fa11f0ac778878734f76cf,1,0,3,Firefly,Ruan Mei,Lingsha,Fugue,2,1,1,0,,False
3c580bfea0fa11f0ac778878734f76cf,2,1,3,Feixiao,Robin,Aventurine,Cipher,2,2,2,0,,False
3c580bfea0fa11f0ac778878734f76cf,3,0,3,Castorice,Tribbie,Hyacine,Evernight,2,1,0,1,,False
3c580bfea0fa11f0ac778878734f76cf,4,0,3,Castorice,Tribbie,Hyacine,Evernight,2,1,0,1,Think Outside the Box,False
3c580c35a0fa11f0aa0c8878734f76cf,1,4,2,Ruan Mei,Fugue,Gallagher,Imaginary Trailblazer,1,0,6,6,,False
3c580c35a0fa11f0aa0c8878734f76cf,2,5,1,Anaxa,Sunday,Robin,Huohuo,0,0,0,0,,False
3c580c35a0fa11f0aa0c8878734f76cf,3,0,3,Castorice,Tribbie,Evernight,Hyacine,1,0,0,0,,False
3c580c35a0fa11f0aa0c8878734f76cf,4,3,2,Castorice,Tribbie,Evernight,Hyacine,1,0,0,0,Think Outside the Box,False
3c580d04a0fa11f08b118878734f76cf,1,1,3,Firefly,Fugue,Lingsha,Ruan Mei,2,0,0,1,,False
3c580d04a0fa11f08b118878734f76cf,2,1,3,Kafka,Black Swan,Aventurine,Hysilens,0,1,0,0,,False
3c580d04a0fa11f08b118878734f76cf,3,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6,1,1,,False
3c580d04a0fa11f08b118878734f76cf,4,0,3,Evernight,Castorice,Tribbie,Hyacine,1,2,1,1,Think Outside the Box,False
3c580d39a0fa11f08fc08878734f76cf,1,3,2,Firefly,Ruan Mei,Fugue,Gallagher,1,0,0,6,,False
3c580d39a0fa11f08fc08878734f76cf,2,4,2,Saber,Robin,Sunday,Bailu,1,0,1,4,,False
3c580d39a0fa11f08fc08878734f76cf,3,1,3,Castorice,Hyacine,Tribbie,Ice Trailblazer,0,0,0,6,,False
