uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
1000000,12,1,4,3,Phainon,Sunday,Cerydra,Tingyun,0,1,0,6
1000000,12,2,4,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,1,0
1000000,11,1,0,3,Phainon,Sunday,Cerydra,Robin,0,1,0,1
1000000,11,2,0,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,1,0
1000000,10,1,0,3,Phainon,Sunday,Cerydra,Robin,0,1,0,1
1000000,10,2,0,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,1,0
1000001,12,1,3,3,Black Swan,Gallagher,Kafka,Hysilens,1,4,0,0
1000001,12,2,3,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000001,11,1,3,3,Black Swan,Gallagher,Kafka,Hysilens,1,4,0,0
1000001,11,2,3,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000001,10,1,2,3,Black Swan,Gallagher,Kafka,Hysilens,1,4,0,0
1000001,10,2,2,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000002,12,1,8,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0
1000002,12,2,8,3,Ice Trailblazer,Castorice,Hyacine,Robin,4,2,0,0
1000002,11,1,5,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0
1000002,11,2,5,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2,0,0
1000002,10,1,2,3,The Herta,Herta,Tribbie,Huohuo,0,6,0,0
1000002,10,2,2,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0
1000003,12,1,2,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0,0
1000003,12,2,2,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0
1000003,11,1,2,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0
1000003,11,2,2,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0,0
1000003,10,1,0,3,Castorice,Evernight,Tribbie,Hyacine,2,0,1,0
1000003,10,2,0,3,Firefly,Fugue,Imaginary Trailblazer,Ruan Mei,2,0,6,1
1000004,12,1,7,3,Yunli,Ice Trailblazer,Robin,Huohuo,0,6,0,0
1000004,12,2,7,3,The Herta,Herta,Tribbie,Hyacine,0,6,0,0
1000004,11,1,3,3,Yunli,Ice Trailblazer,Robin,Lingsha,0,6,0,0
1000004,11,2,3,3,The Herta,Herta,Tribbie,Hyacine,0,6,0,0
1000004,10,1,4,3,Yunli,Robin,Imaginary March 7th,Huohuo,0,0,6,0
1000004,10,2,4,3,Firefly,Imaginary Trailblazer,Ruan Mei,Lingsha,0,6,1,0
1000005,12,1,5,3,Yunli,Tingyun,Robin,Luocha,0,6,1,0
1000005,12,2,5,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2,1,6,0
1000005,11,1,2,3,Castorice,Ruan Mei,Ice Trailblazer,Hyacine,2,1,6,0
1000005,11,2,2,3,The Herta,Tribbie,Herta,Aventurine,0,1,6,0
1000005,10,1,2,3,The Herta,Tribbie,Herta,Aventurine,0,1,6,0
1000005,10,2,2,3,Castorice,Ruan Mei,Ice Trailblazer,Hyacine,2,1,6,0
1000006,12,1,3,3,Hysilens,Kafka,Black Swan,Aventurine,0,2,0,2
1000006,12,2,3,3,The Herta,Anaxa,Hyacine,Cipher,2,0,0,0
1000006,11,1,2,3,Phainon,Sunday,Bronya,Robin,2,1,6,0
1000006,11,2,2,3,Castorice,Cipher,Hyacine,Blade,0,0,0,6
1000006,10,1,0,3,The Herta,Anaxa,Hyacine,Cipher,2,0,0,0
1000006,10,2,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,2,1,1,6
1000008,12,1,3,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6,3,6
1000008,12,2,3,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1
1000008,11,1,2,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6,3,6
1000008,11,2,2,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1
1000008,10,1,0,3,Saber,Ice Trailblazer,Sparkle,Silver Wolf,5,6,3,6
1000008,10,2,0,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1
1000009,12,1,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,6,1,1,6
1000009,12,2,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2,1,0
1000009,11,1,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2,1,0
1000009,11,2,0,3,The Herta,Ice Trailblazer,Tribbie,Herta,2,6,1,6
1000009,10,1,0,3,Hysilens,Kafka,Black Swan,Hyacine,1,2,1,0
1000009,10,2,0,3,Firefly,Fugue,Ruan Mei,Lingsha,6,1,1,1
1015337,12,1,6,3,Topaz & Numby,Yunli,Aventurine,Robin,1,1,1,0
1015337,12,2,6,3,The Herta,Tribbie,Jade,Fu Xuan,2,1,1,1
