uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
1ead3b72617a11f0ac478878734f76cf,12,1,4,3,Phainon,Sunday,Tingyun,Sparkle,4,1.0,6.0,0.0
1ead3b72617a11f0ac478878734f76cf,12,2,4,3,Feixiao,Imaginary March 7th,Robin,Luocha,0,6.0,1.0,0.0
1ead3b72617a11f0ac478878734f76cf,11,1,3,3,Dan Heng • Imbibitor Lunae,Sunday,Robin,Huohuo,2,1.0,1.0,0.0
1ead3b72617a11f0ac478878734f76cf,11,2,3,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
1ead3b72617a11f0ac478878734f76cf,10,1,2,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
1ead3b72617a11f0ac478878734f76cf,10,2,2,3,Jing Yuan,Sunday,Robin,Huohuo,0,1.0,1.0,0.0
1ead6070617a11f0a90c8878734f76cf,12,1,1,3,Mydei,Tribbie,Sunday,Ruan Mei,1,1.0,0.0,1.0
1ead6070617a11f0a90c8878734f76cf,12,2,1,3,Phainon,Bronya,Ice Trailblazer,Robin,2,2.0,6.0,1.0
1ead6070617a11f0a90c8878734f76cf,11,1,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
1ead6070617a11f0a90c8878734f76cf,11,2,3,3,Feixiao,Robin,Aventurine,Moze,0,1.0,0.0,6.0
1ead6070617a11f0a90c8878734f76cf,10,1,3,3,Acheron,Pela,Aventurine,Guinaifen,0,6.0,0.0,6.0
1ead6070617a11f0a90c8878734f76cf,10,2,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
1ead6216617a11f0ac2e8878734f76cf,12,1,4,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
1ead6216617a11f0ac2e8878734f76cf,12,2,4,3,Aglaea,Sunday,Robin,Luocha,0,1.0,1.0,0.0
1ead6216617a11f0ac2e8878734f76cf,11,1,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
1ead6216617a11f0ac2e8878734f76cf,11,2,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
1ead6216617a11f0ac2e8878734f76cf,10,1,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
1ead6216617a11f0ac2e8878734f76cf,10,2,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
1ead6536617a11f09c8c8878734f76cf,12,1,9,3,Acheron,Gallagher,Silver Wolf,Jiaoqiu,0,4.0,0.0,0.0
1ead6536617a11f09c8c8878734f76cf,12,2,9,3,Blade,Sunday,Hyacine,Tribbie,0,0.0,0.0,0.0
1ead6536617a11f09c8c8878734f76cf,11,1,4,3,Hyacine,Blade,Bronya,Tribbie,0,0.0,3.0,0.0
1ead6536617a11f09c8c8878734f76cf,11,2,4,3,Aglaea,Robin,Fu Xuan,Sunday,0,0.0,1.0,0.0
1ead6536617a11f09c8c8878734f76cf,10,1,3,3,Hyacine,Blade,Bronya,Ruan Mei,0,0.0,3.0,1.0
1ead6536617a11f09c8c8878734f76cf,10,2,3,3,Jade,Fu Xuan,Sunday,Tribbie,1,1.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,12,1,8,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,12,2,8,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,11,1,6,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,11,2,6,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,10,1,1,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
1ead6604617a11f0ba358878734f76cf,10,2,1,3,The Herta,Herta,Tribbie,Huohuo,0,6.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,12,1,3,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,12,2,3,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,11,1,1,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,11,2,1,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,10,1,0,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
1ead66a6617a11f094b78878734f76cf,10,2,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
1ead673f617a11f0bb578878734f76cf,12,1,0,3,Qingque,Tribbie,Sparkle,Cipher,6,2.0,2.0,2.0
1ead673f617a11f0bb578878734f76cf,12,2,0,3,Yunli,Huohuo,Robin,Ice Trailblazer,3,0.0,0.0,6.0
1ead673f617a11f0bb578878734f76cf,11,1,2,3,Yunli,Huohuo,Robin,Tribbie,3,0.0,0.0,1.0
1ead673f617a11f0bb578878734f76cf,11,2,2,3,Anaxa,Lingsha,Cipher,Sparkle,0,0.0,2.0,0.0
1ead673f617a11f0bb578878734f76cf,10,1,0,3,Topaz & Numby,Lingsha,Tribbie,Cipher,1,0.0,1.0,2.0
1ead673f617a11f0bb578878734f76cf,10,2,0,3,Yunli,Huohuo,Sparkle,Robin,3,0.0,0.0,0.0
1ead67c1617a11f08c818878734f76cf,12,1,7,3,The Herta,Robin,Lingsha,Jade,0,1.0,0.0,0.0
1ead67c1617a11f08c818878734f76cf,12,2,7,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
1ead67c1617a11f08c818878734f76cf,11,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
1ead67c1617a11f08c818878734f76cf,11,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
1ead67c1617a11f08c818878734f76cf,10,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
1ead67c1617a11f08c818878734f76cf,10,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
1ead682f617a11f08d138878734f76cf,12,1,9,3,Hyacine,Tribbie,Castorice,Ice Trailblazer,0,0.0,0.0,6.0
1ead682f617a11f08d138878734f76cf,12,2,9,3,Sunday,Sparkle,Huohuo,Phainon,0,0.0,0.0,0.0
1ead682f617a11f08d138878734f76cf,11,1,6,3,Castorice,Hyacine,Ice Trailblazer,Tribbie,0,0.0,6.0,0.0
1ead682f617a11f08d138878734f76cf,11,2,6,3,Aglaea,Sunday,Robin,Huohuo,0,0.0,0.0,0.0
1ead682f617a11f08d138878734f76cf,10,1,3,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
1ead682f617a11f08d138878734f76cf,10,2,3,3,Firefly,Fugue,Ruan Mei,Lingsha,0,0.0,1.0,0.0
1ead68a0617a11f094f68878734f76cf,12,1,3,3,Rappa,Firefly,Fugue,Ruan Mei,2,2.0,1.0,1.0
1ead68a0617a11f094f68878734f76cf,12,2,3,3,Castorice,Blade,Ice Trailblazer,Hyacine,0,6.0,6.0,0.0
1ead68a0617a11f094f68878734f76cf,11,1,1,3,Castorice,Blade,Ice Trailblazer,Hyacine,0,6.0,6.0,0.0
1ead68a0617a11f094f68878734f76cf,11,2,1,3,Aglaea,Robin,Fu Xuan,Sunday,1,0.0,2.0,1.0
1ead68a0617a11f094f68878734f76cf,10,1,0,3,Aglaea,Robin,Fu Xuan,Sunday,1,0.0,2.0,1.0
1ead68a0617a11f094f68878734f76cf,10,2,0,3,The Herta,Anaxa,Cipher,Hyacine,2,0.0,0.0,0.0
1ebb0e3c617a11f0bace8878734f76cf,12,1,13,2,Sunday,Mydei,Sparkle,Gallagher,0,1.0,0.0,4.0
1ebb0e3c617a11f0bace8878734f76cf,12,2,13,2,Aventurine,Clara,Robin,Topaz & Numby,0,3.0,0.0,0.0
1ebb0e3c617a11f0bace8878734f76cf,11,1,9,3,Mydei,Sunday,Sparkle,Gallagher,1,0.0,0.0,4.0
1ebb0e3c617a11f0bace8878734f76cf,11,2,9,3,Silver Wolf,Acheron,Jiaoqiu,Huohuo,0,0.0,0.0,0.0
1ebb0e3c617a11f0bace8878734f76cf,10,1,5,3,Silver Wolf,Acheron,Jiaoqiu,Fu Xuan,0,0.0,0.0,0.0
1ebb0e3c617a11f0bace8878734f76cf,10,2,5,3,Aventurine,Clara,Robin,Topaz & Numby,0,3.0,0.0,0.0
