uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
ec5b63bf535711f0b4498878734f76cf,12,1,9,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
ec5b63bf535711f0b4498878734f76cf,12,2,9,3,Feixiao,Imaginary March 7th,Robin,Luocha,0,6.0,1.0,0.0
ec5b63bf535711f0b4498878734f76cf,11,1,3,3,Dan Heng • Imbibitor Lunae,Sunday,Robin,Huohuo,2,1.0,1.0,0.0
ec5b63bf535711f0b4498878734f76cf,11,2,3,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
ec5b63bf535711f0b4498878734f76cf,10,1,2,3,Acheron,Jiaoqiu,Pela,Gallagher,0,0.0,6.0,6.0
ec5b63bf535711f0b4498878734f76cf,10,2,2,3,Jing Yuan,Sunday,Robin,Huohuo,0,1.0,1.0,0.0
ec5b7299535711f0b3fe8878734f76cf,12,1,4,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
ec5b7299535711f0b3fe8878734f76cf,12,2,4,3,Feixiao,Robin,Aventurine,Moze,0,1.0,0.0,6.0
ec5b7299535711f0b3fe8878734f76cf,11,1,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
ec5b7299535711f0b3fe8878734f76cf,11,2,3,3,Feixiao,Robin,Aventurine,Moze,0,1.0,0.0,6.0
ec5b7299535711f0b3fe8878734f76cf,10,1,3,3,Acheron,Pela,Aventurine,Guinaifen,0,6.0,0.0,6.0
ec5b7299535711f0b3fe8878734f76cf,10,2,3,3,Mydei,Tribbie,Sunday,Luocha,1,1.0,0.0,0.0
ec5b730e535711f0bbdc8878734f76cf,12,1,4,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
ec5b730e535711f0bbdc8878734f76cf,12,2,4,3,Aglaea,Sunday,Robin,Luocha,0,1.0,1.0,0.0
ec5b730e535711f0bbdc8878734f76cf,11,1,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
ec5b730e535711f0bbdc8878734f76cf,11,2,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
ec5b730e535711f0bbdc8878734f76cf,10,1,0,3,Aglaea,Sunday,Robin,Bronya,0,1.0,1.0,3.0
ec5b730e535711f0bbdc8878734f76cf,10,2,0,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,0,0.0,6.0,0.0
ec5b7351535711f0bb808878734f76cf,12,1,8,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
ec5b7351535711f0bb808878734f76cf,12,2,8,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
ec5b7351535711f0bb808878734f76cf,11,1,6,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
ec5b7351535711f0bb808878734f76cf,11,2,6,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0
ec5b7351535711f0bb808878734f76cf,10,1,1,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0
ec5b7351535711f0bb808878734f76cf,10,2,1,3,The Herta,Herta,Tribbie,Huohuo,0,6.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,12,1,3,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,12,2,3,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,11,1,1,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,11,2,1,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,10,1,0,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0
ec5b7382535711f0bf638878734f76cf,10,2,0,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,0.0,0.0
ec5b73b2535711f08b468878734f76cf,12,1,7,3,The Herta,Robin,Lingsha,Jade,0,1.0,0.0,0.0
ec5b73b2535711f08b468878734f76cf,12,2,7,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
ec5b73b2535711f08b468878734f76cf,11,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
ec5b73b2535711f08b468878734f76cf,11,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
ec5b73b2535711f08b468878734f76cf,10,1,3,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6.0,0.0,1.0
ec5b73b2535711f08b468878734f76cf,10,2,3,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0.0,1.0,1.0
ec5b740d535711f0a8698878734f76cf,12,1,3,3,Rappa,Firefly,Fugue,Ruan Mei,2,2.0,1.0,1.0
ec5b740d535711f0a8698878734f76cf,12,2,3,3,Castorice,Blade,Ice Trailblazer,Hyacine,0,6.0,6.0,0.0
ec5b740d535711f0a8698878734f76cf,11,1,1,3,Castorice,Blade,Ice Trailblazer,Hyacine,0,6.0,6.0,0.0
ec5b740d535711f0a8698878734f76cf,11,2,1,3,Aglaea,Robin,Fu Xuan,Sunday,1,0.0,2.0,1.0
ec5b740d535711f0a8698878734f76cf,10,1,0,3,Aglaea,Robin,Fu Xuan,Sunday,1,0.0,2.0,1.0
ec5b740d535711f0a8698878734f76cf,10,2,0,3,The Herta,Anaxa,Cipher,Hyacine,2,0.0,0.0,0.0
