uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4
1010713,12,1,6,3,Anaxa,Sunday,Robin,Dan Heng • Permansor Terrae,0,0,1,0
1010713,12,2,6,3,Phainon,Cerydra,Ice Trailblazer,Sparkle,2,0,6,0
1010713,11,1,2,3,Phainon,Cerydra,Ice Trailblazer,Sparkle,2,0,6,0
1010713,11,2,2,3,Anaxa,Sunday,Robin,Dan Heng • Permansor Terrae,0,0,1,0
1010713,10,1,1,3,Anaxa,Sunday,Robin,Dan Heng • Permansor Terrae,0,0,1,0
1010713,10,2,1,3,Phainon,Cerydra,Ice Trailblazer,Sparkle,2,0,6,0
1000000,12,1,3,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,0,6,0,1
1000000,12,2,3,3,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,1,0,0
1000000,11,1,1,3,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,1,0,0
1000000,11,2,1,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,0,6,0,1
1000000,10,1,0,3,Castorice,Ice Trailblazer,Hyacine,Tribbie,0,6,0,1
1000000,10,2,0,3,Phainon,Sunday,Cerydra,Dan Heng • Permansor Terrae,0,1,0,0
1000001,12,1,8,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000001,12,2,8,3,Hysilens,Dan Heng • Permansor Terrae,Kafka,Black Swan,0,0,0,1
1000001,11,1,3,3,Hysilens,Dan Heng • Permansor Terrae,Kafka,Black Swan,0,0,0,1
1000001,11,2,3,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000001,10,1,0,3,Hysilens,Dan Heng • Permansor Terrae,Kafka,Black Swan,0,0,0,1
1000001,10,2,0,3,Hyacine,Blade,Sunday,Ruan Mei,0,2,0,1
1000002,12,1,8,3,The Herta,Herta,Tribbie,Dan Heng • Permansor Terrae,0,6,0,0
1000002,12,2,8,3,Ice Trailblazer,Castorice,Hyacine,Evernight,6,2,0,0
1000002,11,1,4,3,Ice Trailblazer,Castorice,Hyacine,Evernight,6,2,0,0
1000002,11,2,4,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0
1000002,10,1,0,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0
1000002,10,2,0,3,Ice Trailblazer,Castorice,Hyacine,Evernight,6,2,0,0
1010714,12,1,6,3,Acheron,Sunday,Jiaoqiu,Dan Heng • Permansor Terrae,2,0,0,0
1010714,12,2,6,3,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0
1010714,11,1,0,3,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0
1010714,11,2,0,3,Acheron,Sunday,Jiaoqiu,Aventurine,2,0,0,0
1010714,10,1,0,3,Firefly,Fugue,Ruan Mei,Imaginary Trailblazer,2,0,1,6
1010714,10,2,0,3,Castorice,Cyrene,Evernight,Hyacine,2,0,0,0
1000003,12,1,10,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0
1000003,12,2,10,3,Yunli,Ice Trailblazer,Robin,Dan Heng • Permansor Terrae,0,6,0,0
1000003,11,1,4,3,Castorice,Evernight,Tribbie,Hyacine,0,0,0,0
