uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
ec5b63bf535711f0b4498878734f76cf,4,1,3308,3,Acheron,Jiaoqiu,Pela,Gallagher,0.0,0.0,6.0,6.0,Sweeping Force
ec5b63bf535711f0b4498878734f76cf,4,2,3644,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
ec5b7299535711f0b3fe8878734f76cf,4,1,3752,3,Feixiao,Robin,Aventurine,Ice Trailblazer,0.0,1.0,0.0,6.0,Sweeping Force
ec5b7299535711f0b3fe8878734f76cf,4,2,3670,3,Tribbie,Mydei,Sunday,Ruan Mei,1.0,1.0,0.0,1.0,Crimson Tide
ec5b730e535711f0bbdc8878734f76cf,4,1,3764,3,Hyacine,Tribbie,Ice Trailblazer,Castorice,0.0,0.0,6.0,0.0,Call of Dawn
ec5b730e535711f0bbdc8878734f76cf,4,2,3553,3,Feixiao,Imaginary March 7th,Robin,Luocha,0.0,6.0,1.0,0.0,Turn of Luck
ec61b12e535711f097028878734f76cf,4,1,3156,1,Hyacine,Blade,Sunday,Tribbie,0.0,0.0,0.0,0.0,Sweeping Force
ec61b12e535711f097028878734f76cf,4,2,1001,1,Boothill,Fugue,Ruan Mei,Gallagher,0.0,0.0,1.0,3.0,Rime Piercer
ec5b7351535711f0bb808878734f76cf,4,1,3831,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4.0,2.0,0.0,0.0,Sweeping Force
ec5b7351535711f0bb808878734f76cf,4,2,3371,3,Fugue,Firefly,Ruan Mei,Lingsha,0.0,2.0,0.0,0.0,Rime Piercer
ec5b7382535711f0bf638878734f76cf,4,1,3887,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2.0,0.0,6.0,0.0,Call of Dawn
ec5b7382535711f0bf638878734f76cf,4,2,3654,3,Firefly,Fugue,Ruan Mei,Gallagher,2.0,0.0,1.0,6.0,Rime Piercer
ec5b73b2535711f08b468878734f76cf,4,1,3244,3,Acheron,Sparkle,Fu Xuan,Black Swan,2.0,0.0,1.0,1.0,Sweeping Force
ec5b73b2535711f08b468878734f76cf,4,2,3679,3,Fugue,Imaginary Trailblazer,Lingsha,Ruan Mei,1.0,6.0,0.0,1.0,Rime Piercer
ec5b73e3535711f0a8b38878734f76cf,4,1,3525,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0.0,6.0,0.0,0.0,Call of Dawn
ec5b73e3535711f0a8b38878734f76cf,4,2,3424,3,Firefly,Fugue,Ruan Mei,Lingsha,0.0,0.0,1.0,0.0,Rime Piercer
ec5b740d535711f0a8698878734f76cf,4,1,3648,3,Castorice,Blade,Ice Trailblazer,Hyacine,0.0,6.0,6.0,0.0,Call of Dawn
ec5b740d535711f0a8698878734f76cf,4,2,3786,3,Rappa,Fugue,Ruan Mei,Lingsha,2.0,1.0,1.0,0.0,Rime Piercer
ec61b155535711f09bcc8878734f76cf,4,1,0,0,Acheron,Silver Wolf,Jiaoqiu,Fu Xuan,0.0,0.0,0.0,0.0,Sweeping Force
ec61b155535711f09bcc8878734f76cf,4,2,3245,0,Mydei,Sparkle,Sunday,Bronya,1.0,0.0,0.0,0.0,Crimson Tide
ec61b17c535711f090bd8878734f76cf,4,1,3148,1,Castorice,Tribbie,Ice Trailblazer,Gallagher,0.0,0.0,6.0,6.0,Call of Dawn
ec61b17c535711f090bd8878734f76cf,4,2,1057,1,The Herta,Anaxa,Robin,Huohuo,0.0,0.0,0.0,0.0,Crimson Tide
ec61b1a2535711f0a9ce8878734f76cf,4,1,3553,1,Castorice,Ruan Mei,Ice Trailblazer,Gallagher,0.0,1.0,6.0,6.0,Call of Dawn
ec61b1a2535711f0a9ce8878734f76cf,4,2,902,1,Dr. Ratio,Topaz & Numby,Robin,Luocha,0.0,0.0,0.0,0.0,Turn of Luck
ec5b7434535711f09b358878734f76cf,4,1,3388,3,Castorice,Ruan Mei,Ice Trailblazer,Gallagher,1.0,1.0,6.0,6.0,Call of Dawn
ec5b7434535711f09b358878734f76cf,4,2,3433,3,Aventurine,Sunday,Robin,Feixiao,1.0,0.0,0.0,0.0,Turn of Luck
ec5b7458535711f0b9df8878734f76cf,4,1,3673,3,Hyacine,Tribbie,Castorice,Ice Trailblazer,0.0,0.0,0.0,6.0,Call of Dawn
ec5b7458535711f0b9df8878734f76cf,4,2,3475,3,Fugue,Rappa,Huohuo,Ruan Mei,2.0,0.0,0.0,1.0,Rime Piercer
ec61b1c6535711f09d9b8878734f76cf,4,1,3400,3,Anaxa,Robin,Ice Trailblazer,Hyacine,0.0,0.0,6.0,0.0,Sweeping Force
ec61b1c6535711f09d9b8878734f76cf,4,2,3599,3,Ruan Mei,Rappa,Lingsha,Fugue,1.0,0.0,0.0,1.0,Rime Piercer
