uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
1ead3b72617a11f0ac478878734f76cf,4,1,40000,3,Jing Yuan,Sunday,Robin,Huohuo,0,1,1.0,0.0,Universality
1ead3b72617a11f0ac478878734f76cf,4,2,40000,3,Phainon,Ruan Mei,Sparkle,Tingyun,2,0,0.0,6.0,Divine Score
1ead6070617a11f0a90c8878734f76cf,4,1,40000,3,Phainon,Bronya,Ice Trailblazer,Ruan Mei,2,2,6.0,1.0,Divine Score
1ead6070617a11f0a90c8878734f76cf,4,2,40000,3,Tribbie,Mydei,Sunday,Luocha,1,1,0.0,0.0,Universality
1ebb0dc3617a11f08ef38878734f76cf,4,1,22440,1,Argenti,The Herta,Aventurine,Robin,1,0,0.0,0.0,Paradox
1ebb0dc3617a11f08ef38878734f76cf,4,2,20240,1,Acheron,Black Swan,Sparkle,Fu Xuan,2,0,0.0,0.0,Paradox
1ead6216617a11f0ac2e8878734f76cf,4,1,32160,3,Aglaea,Sunday,Robin,Bronya,0,1,1.0,3.0,Divine Score
1ead6216617a11f0ac2e8878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,0.0,0.0,Divine Score
1ead6536617a11f09c8c8878734f76cf,4,1,26080,3,Bronya,Blade,Hyacine,Ruan Mei,3,0,0.0,1.0,Divine Score
1ead6536617a11f09c8c8878734f76cf,4,2,34160,3,Jade,Fu Xuan,Sunday,Tribbie,1,1,0.0,0.0,Divine Score
1ead6604617a11f0ba358878734f76cf,4,1,30360,3,The Herta,Herta,Sunday,Huohuo,0,6,0.0,0.0,Universality
1ead6604617a11f0ba358878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2,0.0,0.0,Divine Score
1ead66a6617a11f094b78878734f76cf,4,1,40000,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0.0,0.0,Universality
1ead66a6617a11f094b78878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6,0.0,0.0,Universality
1ead673f617a11f0bb578878734f76cf,4,1,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,0,6,6.0,1.0,Universality
1ead673f617a11f0bb578878734f76cf,4,2,40000,3,Lingsha,Yunli,Robin,Cipher,0,3,0.0,2.0,Divine Score
1ead67c1617a11f08c818878734f76cf,4,1,23560,3,Acheron,Sparkle,Fu Xuan,Black Swan,2,0,1.0,1.0,Universality
1ead67c1617a11f08c818878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Hyacine,Ruan Mei,0,6,0.0,1.0,Universality
1ead682f617a11f08d138878734f76cf,4,1,26280,3,The Herta,Anaxa,Robin,Huohuo,0,0,0.0,0.0,Universality
1ead682f617a11f08d138878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6,0.0,0.0,Universality
1ead68a0617a11f094f68878734f76cf,4,1,40000,3,The Herta,Anaxa,Ice Trailblazer,Lingsha,2,0,6.0,0.0,Universality
