uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
3c57f1a9a0fa11f087848878734f76cf,4,1,37400,3,Phainon,Sunday,Robin,Cerydra,0,1,1,0,Solo Symphony
3c57f1a9a0fa11f087848878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,1,0,Ballad
3c5807ffa0fa11f0a1fd8878734f76cf,4,1,40000,3,Black Swan,Kafka,Gallagher,Hysilens,1,0,4,0,Euphony
3c5807ffa0fa11f0a1fd8878734f76cf,4,2,40000,3,Hyacine,Blade,Ruan Mei,Tribbie,0,2,1,0,Ballad
3c5808b9a0fa11f0967e8878734f76cf,4,1,27560,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2,0,0,Solo Symphony
3c5808b9a0fa11f0967e8878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2,0,0,Ballad
3c58091fa0fa11f098cd8878734f76cf,4,1,40000,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2,0,0,Solo Symphony
3c58091fa0fa11f098cd8878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6,1,0,Ballad
3c580968a0fa11f0b84e8878734f76cf,4,1,29200,3,Yunli,Ice Trailblazer,Robin,Huohuo,0,6,0,0,Solo Symphony
3c580968a0fa11f0b84e8878734f76cf,4,2,40000,3,Castorice,Hyacine,Tribbie,Silver Wolf,0,0,0,0,Ballad
3c5809aba0fa11f0aef48878734f76cf,4,1,40000,3,Ruan Mei,Castorice,Hyacine,Ice Trailblazer,1,2,0,6,Ballad
3c5809aba0fa11f0aef48878734f76cf,4,2,40000,3,Herta,Aventurine,The Herta,Tribbie,6,0,0,1,Solo Symphony
3c5809efa0fa11f0af938878734f76cf,4,1,40000,3,Kafka,Hysilens,Black Swan,Aventurine,2,0,0,2,Euphony
3c5809efa0fa11f0af938878734f76cf,4,2,40000,3,The Herta,Anaxa,Cipher,Hyacine,2,0,0,0,Solo Symphony
3c6cbd21a0fa11f08a6a8878734f76cf,4,1,24320,2,Aventurine,Clara,Robin,Argenti,0,4,0,1,Solo Symphony
3c6cbd21a0fa11f08a6a8878734f76cf,4,2,33200,2,The Herta,Tribbie,Herta,Fu Xuan,0,0,6,0,Solo Symphony
3c580a2ba0fa11f090598878734f76cf,4,1,27560,3,Kafka,Black Swan,Ruan Mei,Luocha,0,0,1,0,Euphony
3c580a2ba0fa11f090598878734f76cf,4,2,33080,3,The Herta,Herta,Ice Trailblazer,Fu Xuan,0,6,6,1,Solo Symphony
3c6cbd92a0fa11f0ad408878734f76cf,4,1,32120,2,Luocha,Hysilens,Kafka,Black Swan,0,0,1,0,Euphony
3c6cbd92a0fa11f0ad408878734f76cf,4,2,26600,2,Herta,Evernight,Jade,Fu Xuan,5,0,0,1,Ballad
3c580a67a0fa11f0adbb8878734f76cf,4,1,34920,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0,0,1,Solo Symphony
3c580a67a0fa11f0adbb8878734f76cf,4,2,28160,3,Saber,Sparkle,Ice Trailblazer,Silver Wolf,5,3,6,6,Solo Symphony
3c580a9da0fa11f0b9708878734f76cf,4,1,40000,3,Hysilens,Kafka,Black Swan,Lingsha,1,2,1,1,Euphony
3c580a9da0fa11f0b9708878734f76cf,4,2,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,2,6,6,1,Solo Symphony
3c580ad0a0fa11f08eed8878734f76cf,4,1,36360,3,Tribbie,Jade,Anaxa,Fu Xuan,1,1,0,1,Solo Symphony
3c580ad0a0fa11f08eed8878734f76cf,4,2,40000,3,Robin,The Herta,Herta,Aventurine,0,2,6,1,Solo Symphony
3c580b1ba0fa11f0b7888878734f76cf,4,1,37880,3,Kafka,Hysilens,Guinaifen,Gallagher,6,0,6,6,Euphony
3c580b1ba0fa11f0b7888878734f76cf,4,2,24440,3,The Herta,Herta,Jade,Lynx,0,6,0,6,Euphony
3c580b56a0fa11f080288878734f76cf,4,1,33080,3,Phainon,Sunday,Bronya,Ruan Mei,0,0,2,0,Solo Symphony
3c580b56a0fa11f080288878734f76cf,4,2,28760,3,The Herta,Anaxa,Tribbie,Fu Xuan,0,0,0,2,Solo Symphony
3c580b93a0fa11f0ac3c8878734f76cf,4,1,40000,3,Phainon,Sunday,Bronya,Robin,2,0,3,0,Solo Symphony
3c580b93a0fa11f0ac3c8878734f76cf,4,2,35480,3,Castorice,Tribbie,Ice Trailblazer,Lingsha,0,0,6,0,Ballad
3c580bcaa0fa11f0b4a48878734f76cf,4,1,30440,3,Huohuo,Robin,Sunday,Aglaea,0,0,0,0,Ballad
3c580bcaa0fa11f0b4a48878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6,0,0,Ballad
3c580bfea0fa11f0ac778878734f76cf,4,1,40000,3,Castorice,Tribbie,Hyacine,Ice Trailblazer,2,1,0,6,Ballad
3c580bfea0fa11f0ac778878734f76cf,4,2,40000,3,The Herta,Cipher,Aventurine,Jade,2,0,2,0,Solo Symphony
3c580c35a0fa11f0aa0c8878734f76cf,4,1,31440,3,Phainon,Sunday,Bronya,Ruan Mei,0,0,0,1,Solo Symphony
3c580c35a0fa11f0aa0c8878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,1,0,6,0,Ballad
3c580c68a0fa11f09c5a8878734f76cf,4,1,40000,3,Castorice,Evernight,Ruan Mei,Hyacine,0,0,0,0,Ballad
3c580c68a0fa11f09c5a8878734f76cf,4,2,29840,3,The Herta,Ice Trailblazer,Herta,Robin,0,6,6,1,Solo Symphony
3c580c9ca0fa11f0a5128878734f76cf,4,1,28880,3,Robin,Yunli,Aventurine,Ice Trailblazer,1,0,0,6,Solo Symphony
3c580c9ca0fa11f0a5128878734f76cf,4,2,40000,3,Ruan Mei,Castorice,Hyacine,Tribbie,0,0,1,0,Ballad
3c580cd0a0fa11f0a5b18878734f76cf,4,1,27760,3,Hysilens,Serval,Ruan Mei,Hyacine,0,6,1,0,Euphony
3c580cd0a0fa11f0a5b18878734f76cf,4,2,33040,3,Jade,Herta,Robin,Aventurine,0,6,2,0,Solo Symphony
3c6cbe07a0fa11f085608878734f76cf,4,1,28680,2,Kafka,Black Swan,Gallagher,Hysilens,0,0,6,0,Euphony
3c6cbe07a0fa11f085608878734f76cf,4,2,29760,2,The Herta,Evernight,Luocha,Jade,0,0,1,0,Solo Symphony
3c580d04a0fa11f08b118878734f76cf,4,1,31360,3,The Herta,Kafka,Hysilens,Lingsha,0,0,0,0,Euphony
3c580d04a0fa11f08b118878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2,1,6,1,Ballad
3c580d39a0fa11f08fc08878734f76cf,4,1,24240,3,Yunli,Robin,Fu Xuan,Ice Trailblazer,0,0,0,6,Solo Symphony
3c580d39a0fa11f08fc08878734f76cf,4,2,40000,3,Castorice,Tribbie,Sunday,Hyacine,0,0,1,0,Ballad
3c580d7ea0fa11f0a56b8878734f76cf,4,1,23240,3,Firefly,Fugue,Ruan Mei,Lingsha,0,0,0,0,Solo Symphony
3c580d7ea0fa11f0a56b8878734f76cf,4,2,40000,3,The Herta,Herta,Tribbie,Ice Trailblazer,0,6,0,6,Solo Symphony
3c580db5a0fa11f0ba908878734f76cf,4,1,40000,3,Castorice,Hyacine,Ice Trailblazer,Ruan Mei,2,0,6,1,Ballad
3c580db5a0fa11f0ba908878734f76cf,4,2,30720,3,Aglaea,Robin,Sunday,Gallagher,0,0,1,6,Ballad
3c580de8a0fa11f0a3c18878734f76cf,4,1,33920,3,Hysilens,Kafka,Black Swan,Huohuo,0,0,0,0,Euphony
3c580de8a0fa11f0a3c18878734f76cf,4,2,27320,3,Luocha,Castorice,Tribbie,Ice Trailblazer,0,0,0,6,Ballad
3c580e1ca0fa11f0a5e58878734f76cf,4,1,27160,3,Acheron,Sunday,Jiaoqiu,Aventurine,2,0,0,0,Solo Symphony
3c580e1ca0fa11f0a5e58878734f76cf,4,2,40000,3,Castorice,Mydei,Tribbie,Luocha,2,0,0,0,Solo Symphony
3c6cbe77a0fa11f095e38878734f76cf,4,1,24240,2,Anaxa,Sunday,Aventurine,Robin,0,1,1,0,Solo Symphony
3c6cbe77a0fa11f095e38878734f76cf,4,2,26640,2,Kafka,Sampo,Hysilens,Fu Xuan,3,6,0,0,Euphony
3c580e52a0fa11f08ab98878734f76cf,4,1,40000,3,Hysilens,Kafka,Pela,Luocha,0,6,6,1,Euphony
3c580e52a0fa11f08ab98878734f76cf,4,2,31520,3,Saber,Silver Wolf,Sunday,Gallagher,6,0,0,6,Solo Symphony
3c580e8ca0fa11f0b7868878734f76cf,4,1,40000,3,Bronya,Sparkle,Phainon,Sunday,2,0,2,0,Solo Symphony
3c580e8ca0fa11f0b7868878734f76cf,4,2,28880,3,Tribbie,Castorice,Luocha,Ice Trailblazer,0,0,0,6,Ballad
3c580ec0a0fa11f0bc428878734f76cf,4,1,27360,3,Anaxa,Bronya,Tingyun,Lingsha,0,2,4,0,Solo Symphony
3c580ec0a0fa11f0bc428878734f76cf,4,2,40000,3,The Herta,Tribbie,Ice Trailblazer,Herta,0,0,6,6,Solo Symphony
3c580ef3a0fa11f0a6b58878734f76cf,4,1,30200,3,Robin,Yunli,Aventurine,Ruan Mei,1,0,0,1,Solo Symphony
3c580ef3a0fa11f0a6b58878734f76cf,4,2,34960,3,Sunday,Jing Yuan,Tribbie,Fu Xuan,1,0,1,0,Solo Symphony
3c580f28a0fa11f0b6188878734f76cf,4,1,40000,3,Tribbie,Hyacine,Ice Trailblazer,Ruan Mei,1,6,6,1,Ballad
3c580f28a0fa11f0b6188878734f76cf,4,2,40000,3,Aglaea,Robin,Bronya,Sunday,6,1,2,1,Ballad
3c580f59a0fa11f094c58878734f76cf,4,1,27360,3,Saber,Sunday,Robin,Huohuo,0,0,0,1,Solo Symphony
3c580f59a0fa11f094c58878734f76cf,4,2,34120,3,Castorice,Ice Trailblazer,Tribbie,Luocha,0,6,0,0,Ballad
3c580f8ba0fa11f0a0e68878734f76cf,4,1,31560,3,Hysilens,Kafka,Robin,Huohuo,0,0,0,0,Euphony
3c580f8ba0fa11f0a0e68878734f76cf,4,2,40000,3,Castorice,Hyacine,Ruan Mei,Ice Trailblazer,0,1,1,6,Ballad
3c580fbda0fa11f086788878734f76cf,4,1,25400,3,Phainon,Robin,Sunday,Bronya,0,0,0,1,Solo Symphony
3c580fbda0fa11f086788878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,0,6,0,0,Ballad
3c580feea0fa11f0b0c48878734f76cf,4,1,35920,3,Sunday,Mydei,Tribbie,Hyacine,0,0,0,0,Solo Symphony
