uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
61f6ca3f954211f0b9058878734f76cf,4,1,37400,3,Phainon,Sunday,Robin,Cerydra,0,1.0,1.0,0.0,Solo Symphony
61f6ca3f954211f0b9058878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,1.0,0.0,Ballad
61f6e816954211f09a488878734f76cf,4,1,40000,3,Black Swan,Kafka,Gallagher,Hysilens,1,0.0,4.0,0.0,Euphony
61f6e816954211f09a488878734f76cf,4,2,40000,3,Hyacine,Blade,Ruan Mei,Tribbie,0,2.0,1.0,0.0,Ballad
61f6e902954211f0bc158878734f76cf,4,1,27560,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0,Solo Symphony
61f6e902954211f0bc158878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0,Ballad
62040440954211f0804f8878734f76cf,4,1,40000,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0,Solo Symphony
62040440954211f0804f8878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,1.0,0.0,Ballad
61f6e990954211f0b1bb8878734f76cf,4,1,29200,3,Yunli,Ice Trailblazer,Robin,Huohuo,0,6.0,0.0,0.0,Solo Symphony
61f6e990954211f0b1bb8878734f76cf,4,2,40000,3,Castorice,Hyacine,Tribbie,Silver Wolf,0,0.0,0.0,0.0,Ballad
62040684954211f0abc98878734f76cf,4,1,40000,3,Ruan Mei,Castorice,Hyacine,Ice Trailblazer,1,2.0,0.0,6.0,Ballad
62040684954211f0abc98878734f76cf,4,2,40000,3,Herta,Aventurine,The Herta,Tribbie,6,0.0,0.0,1.0,Solo Symphony
61f6e9f6954211f09a858878734f76cf,4,1,40000,3,Kafka,Hysilens,Black Swan,Aventurine,2,0.0,0.0,2.0,Euphony
61f6e9f6954211f09a858878734f76cf,4,2,40000,3,The Herta,Anaxa,Cipher,Hyacine,2,0.0,0.0,0.0,Solo Symphony
6204072d954211f0800c8878734f76cf,4,1,24320,2,Aventurine,Clara,Robin,Argenti,0,4.0,0.0,1.0,Solo Symphony
6204072d954211f0800c8878734f76cf,4,2,33200,2,The Herta,Tribbie,Herta,Fu Xuan,0,0.0,6.0,0.0,Solo Symphony
62040865954211f08a898878734f76cf,4,1,27560,3,Kafka,Black Swan,Ruan Mei,Luocha,0,0.0,1.0,0.0,Euphony
62040865954211f08a898878734f76cf,4,2,33080,3,The Herta,Herta,Ice Trailblazer,Fu Xuan,0,6.0,6.0,1.0,Solo Symphony
6204090f954211f094a58878734f76cf,4,1,31640,2,Luocha,Hysilens,Kafka,Black Swan,0,0.0,1.0,0.0,Euphony
6204090f954211f094a58878734f76cf,4,2,22280,2,Acheron,Silver Wolf,Fu Xuan,Jade,0,1.0,1.0,0.0,Solo Symphony
61f6ea5f954211f0ae898878734f76cf,4,1,34920,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0.0,0.0,1.0,Solo Symphony
61f6ea5f954211f0ae898878734f76cf,4,2,28160,3,Saber,Sparkle,Ice Trailblazer,Silver Wolf,5,3.0,6.0,6.0,Solo Symphony
61f6eac1954211f0984a8878734f76cf,4,1,40000,3,Hysilens,Kafka,Black Swan,Lingsha,1,2.0,1.0,1.0,Euphony
61f6eac1954211f0984a8878734f76cf,4,2,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,2,6.0,6.0,1.0,Solo Symphony
61f6eb16954211f097708878734f76cf,4,1,36360,3,Tribbie,Jade,Anaxa,Fu Xuan,1,1.0,0.0,1.0,Solo Symphony
61f6eb16954211f097708878734f76cf,4,2,40000,3,Robin,The Herta,Herta,Aventurine,0,2.0,6.0,1.0,Solo Symphony
620409d1954211f09db78878734f76cf,4,1,37880,3,Kafka,Hysilens,Guinaifen,Gallagher,6,0.0,6.0,6.0,Euphony
620409d1954211f09db78878734f76cf,4,2,24440,3,The Herta,Herta,Jade,Lynx,0,6.0,0.0,6.0,Euphony
61f6eb65954211f0bfe98878734f76cf,4,1,33080,3,Phainon,Sunday,Bronya,Ruan Mei,0,0.0,2.0,0.0,Solo Symphony
61f6eb65954211f0bfe98878734f76cf,4,2,28760,3,The Herta,Anaxa,Tribbie,Fu Xuan,0,0.0,0.0,2.0,Solo Symphony
62040a90954211f086bc8878734f76cf,4,1,40000,3,Phainon,Sunday,Bronya,Robin,2,0.0,3.0,0.0,Solo Symphony
62040a90954211f086bc8878734f76cf,4,2,35480,3,Castorice,Tribbie,Ice Trailblazer,Lingsha,0,0.0,6.0,0.0,Ballad
61f6ebb5954211f0b3658878734f76cf,4,1,30440,3,Huohuo,Robin,Sunday,Aglaea,0,0.0,0.0,0.0,Ballad
61f6ebb5954211f0b3658878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,0.0,0.0,Ballad
61f6ec07954211f0b8c48878734f76cf,4,1,40000,3,Castorice,Tribbie,Hyacine,Ice Trailblazer,2,1.0,0.0,6.0,Ballad
61f6ec07954211f0b8c48878734f76cf,4,2,40000,3,The Herta,Cipher,Aventurine,Jade,2,0.0,2.0,0.0,Solo Symphony
61f6ec7a954211f0980e8878734f76cf,4,1,31440,3,Phainon,Sunday,Bronya,Ruan Mei,0,0.0,0.0,1.0,Solo Symphony
61f6ec7a954211f0980e8878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,1,0.0,6.0,0.0,Ballad
62040cb1954211f0ba708878734f76cf,4,1,27760,3,Hysilens,Serval,Ruan Mei,Hyacine,0,6.0,1.0,0.0,Euphony
62040cb1954211f0ba708878734f76cf,4,2,33040,3,Jade,Herta,Robin,Aventurine,0,6.0,2.0,0.0,Solo Symphony
61f6ecd8954211f0a3b08878734f76cf,4,1,31360,3,The Herta,Kafka,Hysilens,Lingsha,0,0.0,0.0,0.0,Euphony
61f6ecd8954211f0a3b08878734f76cf,4,2,40000,3,Castorice,Tribbie,Ice Trailblazer,Hyacine,2,1.0,6.0,1.0,Ballad
61f6ed2c954211f08ace8878734f76cf,4,1,24240,3,Yunli,Robin,Fu Xuan,Ice Trailblazer,0,0.0,0.0,6.0,Solo Symphony
61f6ed2c954211f08ace8878734f76cf,4,2,40000,3,Castorice,Tribbie,Sunday,Hyacine,0,0.0,1.0,0.0,Ballad
62040e4c954211f0b3e28878734f76cf,4,1,23240,3,Firefly,Fugue,Ruan Mei,Lingsha,0,0.0,0.0,0.0,Solo Symphony
62040e4c954211f0b3e28878734f76cf,4,2,40000,3,The Herta,Herta,Tribbie,Ice Trailblazer,0,6.0,0.0,6.0,Solo Symphony
61f6ed7e954211f0a1dd8878734f76cf,4,1,40000,3,Castorice,Hyacine,Ice Trailblazer,Ruan Mei,2,0.0,6.0,1.0,Ballad
61f6ed7e954211f0a1dd8878734f76cf,4,2,30720,3,Aglaea,Robin,Sunday,Gallagher,0,0.0,1.0,6.0,Ballad
61f6edcd954211f0b44b8878734f76cf,4,1,33920,3,Hysilens,Kafka,Black Swan,Huohuo,0,0.0,0.0,0.0,Euphony
61f6edcd954211f0b44b8878734f76cf,4,2,27320,3,Luocha,Castorice,Tribbie,Ice Trailblazer,0,0.0,0.0,6.0,Ballad
61f6ee1c954211f0bbc38878734f76cf,4,1,27160,3,Acheron,Sunday,Jiaoqiu,Aventurine,2,0.0,0.0,0.0,Solo Symphony
61f6ee1c954211f0bbc38878734f76cf,4,2,40000,3,Castorice,Mydei,Tribbie,Luocha,2,0.0,0.0,0.0,Solo Symphony
62040fa2954211f084698878734f76cf,4,1,24240,2,Anaxa,Sunday,Aventurine,Robin,0,1.0,1.0,0.0,Solo Symphony
62040fa2954211f084698878734f76cf,4,2,26640,2,Kafka,Sampo,Hysilens,Fu Xuan,3,6.0,0.0,0.0,Euphony
61f6ee6b954211f087108878734f76cf,4,1,40000,3,Hysilens,Kafka,Pela,Luocha,0,6.0,6.0,1.0,Euphony
61f6ee6b954211f087108878734f76cf,4,2,31520,3,Saber,Silver Wolf,Sunday,Gallagher,6,0.0,0.0,6.0,Solo Symphony
61f6eeb8954211f095198878734f76cf,4,1,40000,3,Bronya,Sparkle,Phainon,Sunday,2,0.0,2.0,0.0,Solo Symphony
61f6eeb8954211f095198878734f76cf,4,2,28880,3,Tribbie,Castorice,Luocha,Ice Trailblazer,0,0.0,0.0,6.0,Ballad
61f6ef05954211f0ad4b8878734f76cf,4,1,27360,3,Anaxa,Bronya,Tingyun,Lingsha,0,2.0,4.0,0.0,Solo Symphony
61f6ef05954211f0ad4b8878734f76cf,4,2,40000,3,The Herta,Tribbie,Ice Trailblazer,Herta,0,0.0,6.0,6.0,Solo Symphony
61f6ef54954211f09ef18878734f76cf,4,1,30200,3,Robin,Yunli,Aventurine,Ruan Mei,1,0.0,0.0,1.0,Solo Symphony
61f6ef54954211f09ef18878734f76cf,4,2,34960,3,Sunday,Jing Yuan,Tribbie,Fu Xuan,1,0.0,1.0,0.0,Solo Symphony
61f6efa1954211f09c4f8878734f76cf,4,1,40000,3,Tribbie,Hyacine,Ice Trailblazer,Ruan Mei,1,6.0,6.0,1.0,Ballad
61f6efa1954211f09c4f8878734f76cf,4,2,40000,3,Aglaea,Robin,Bronya,Sunday,6,1.0,2.0,1.0,Ballad
61f6f00b954211f0b2a08878734f76cf,4,1,27360,3,Saber,Sunday,Robin,Huohuo,0,0.0,0.0,1.0,Solo Symphony
61f6f00b954211f0b2a08878734f76cf,4,2,34120,3,Castorice,Ice Trailblazer,Tribbie,Luocha,0,6.0,0.0,0.0,Ballad
