uid,floor,node,round_num,star_num,ch1,ch2,ch3,ch4,cons1,cons2,cons3,cons4,buff
c136a8538bb411f0b6d58878734f76cf,4,1,37400,3,Phainon,Sunday,Robin,Cerydra,0,1.0,1.0,0.0,Solo Symphony
c136a8538bb411f0b6d58878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,1.0,0.0,Ballad
c136c9d28bb411f09ff78878734f76cf,4,1,40000,3,Black Swan,Kafka,Gallagher,Hysilens,1,0.0,4.0,0.0,Euphony
c136c9d28bb411f09ff78878734f76cf,4,2,40000,3,Hyacine,Blade,Ruan Mei,Tribbie,0,2.0,1.0,0.0,Ballad
c136cad68bb411f0aaac8878734f76cf,4,1,27560,3,Fugue,Firefly,Ruan Mei,Lingsha,0,2.0,0.0,0.0,Solo Symphony
c136cad68bb411f0aaac8878734f76cf,4,2,40000,3,Ice Trailblazer,Castorice,Hyacine,Tribbie,4,2.0,0.0,0.0,Ballad
c136cbcd8bb411f0be5c8878734f76cf,4,1,40000,3,Acheron,Sparkle,Jiaoqiu,Aventurine,2,2.0,0.0,0.0,Solo Symphony
c136cbcd8bb411f0be5c8878734f76cf,4,2,40000,3,Castorice,Ice Trailblazer,Tribbie,Hyacine,2,6.0,1.0,0.0,Ballad
c136cc428bb411f088488878734f76cf,4,1,40000,3,Kafka,Hysilens,Black Swan,Aventurine,2,0.0,0.0,2.0,Euphony
c136cc428bb411f088488878734f76cf,4,2,40000,3,The Herta,Anaxa,Cipher,Hyacine,2,0.0,0.0,0.0,Solo Symphony
c152fd528bb411f0a4468878734f76cf,4,1,24320,2,Aventurine,Clara,Robin,Argenti,0,4.0,0.0,1.0,Solo Symphony
c152fd528bb411f0a4468878734f76cf,4,2,33200,2,The Herta,Tribbie,Herta,Fu Xuan,0,0.0,6.0,0.0,Solo Symphony
c136ccb28bb411f0aa8a8878734f76cf,4,1,27560,3,Kafka,Black Swan,Ruan Mei,Luocha,0,0.0,1.0,0.0,Euphony
c136ccb28bb411f0aa8a8878734f76cf,4,2,33080,3,The Herta,Herta,Ice Trailblazer,Fu Xuan,0,6.0,6.0,1.0,Solo Symphony
c152fe078bb411f0bc318878734f76cf,4,1,31640,2,Luocha,Hysilens,Kafka,Black Swan,0,0.0,1.0,0.0,Euphony
c152fe078bb411f0bc318878734f76cf,4,2,22280,2,Acheron,Silver Wolf,Fu Xuan,Jade,0,1.0,1.0,0.0,Solo Symphony
c136cd198bb411f0b2df8878734f76cf,4,1,34920,3,Firefly,Lingsha,Fugue,Ruan Mei,6,0.0,0.0,1.0,Solo Symphony
c136cd198bb411f0b2df8878734f76cf,4,2,28160,3,Saber,Sparkle,Ice Trailblazer,Silver Wolf,5,3.0,6.0,6.0,Solo Symphony
c136cd7d8bb411f0aee38878734f76cf,4,1,40000,3,Hysilens,Kafka,Black Swan,Lingsha,1,2.0,1.0,1.0,Euphony
c136cd7d8bb411f0aee38878734f76cf,4,2,40000,3,The Herta,Herta,Ice Trailblazer,Tribbie,2,6.0,6.0,1.0,Solo Symphony
c136cdd38bb411f08c658878734f76cf,4,1,36360,3,Tribbie,Jade,Anaxa,Fu Xuan,1,1.0,0.0,1.0,Solo Symphony
c136cdd38bb411f08c658878734f76cf,4,2,40000,3,Robin,The Herta,Herta,Aventurine,0,2.0,6.0,1.0,Solo Symphony
c136ce288bb411f083c98878734f76cf,4,1,33080,3,Phainon,Sunday,Bronya,Ruan Mei,0,0.0,2.0,0.0,Solo Symphony
c136ce288bb411f083c98878734f76cf,4,2,28760,3,The Herta,Anaxa,Tribbie,Fu Xuan,0,0.0,0.0,2.0,Solo Symphony
c136ce7f8bb411f08bff8878734f76cf,4,1,40000,3,Phainon,Sunday,Bronya,Robin,2,0.0,3.0,0.0,Solo Symphony
c136ce7f8bb411f08bff8878734f76cf,4,2,35480,3,Castorice,Tribbie,Ice Trailblazer,Lingsha,0,0.0,6.0,0.0,Ballad
c136cf018bb411f0accd8878734f76cf,4,1,30440,3,Huohuo,Robin,Sunday,Aglaea,0,0.0,0.0,0.0,Ballad
c136cf018bb411f0accd8878734f76cf,4,2,40000,3,Hyacine,Ice Trailblazer,Tribbie,Castorice,0,6.0,0.0,0.0,Ballad
c136cf688bb411f0b6108878734f76cf,4,1,40000,3,Castorice,Tribbie,Hyacine,Ice Trailblazer,2,1.0,0.0,6.0,Ballad
c136cf688bb411f0b6108878734f76cf,4,2,40000,3,The Herta,Cipher,Aventurine,Jade,2,0.0,2.0,0.0,Solo Symphony
